453376,4,0,20121101001455,116.2951584,40.0511436,0,162,1
453376,4,0,20121101001507,116.2950745,40.0511551,0,292,1
453376,4,0,20121101001519,116.2950516,40.0511513,0,46,1
453376,4,0,20121101081254,116.2950592,40.0511475,0,246,1
453376,4,0,20121101001526,116.2950592,40.0511436,0,256,1
453376,4,0,20121101081259,116.2950668,40.0511398,0,186,1
453376,4,0,20121101001531,116.2950668,40.0511398,0,144,1
453376,4,0,20121101001539,116.2950974,40.0511360,0,112,1
453376,4,0,20121101001639,116.2951889,40.0511398,0,214,1
453376,4,0,20121101001643,116.2951126,40.0511475,2,286,1
453376,4,0,20121101001655,116.2951508,40.0511131,2,124,1
453376,4,0,20121101001707,116.2951889,40.0511208,0,88,1
453376,4,0,20121101001719,116.2951889,40.0511360,0,276,1
453376,4,0,20121101001731,116.2951660,40.0511360,0,248,1
453376,4,0,20121101001735,116.2951660,40.0511360,0,276,1
453376,4,0,20121101001736,116.2951584,40.0511360,0,270,1
453376,4,0,20121101001739,116.2951508,40.0511322,0,260,1
453376,4,0,20121101001743,116.2951355,40.0511284,0,234,1
453376,4,0,20121101001755,116.2947922,40.0511246,23,250,1
453376,4,0,20121101001807,116.2935410,40.0508842,41,252,1
453376,4,0,20121101001819,116.2922134,40.0506973,25,306,1
453376,4,0,20121101001831,116.2919006,40.0516815,32,348,1
453376,4,0,20121101001839,116.2918854,40.0520554,2,358,1
453376,4,0,20121101001843,116.2918854,40.0520477,0,122,1
453376,0,0,20121101001846,116.2918854,40.0520439,0,356,1
453376,4,0,20121101001855,116.2918854,40.0520363,0,78,1
453376,4,0,20121101001907,116.2919006,40.0520172,0,156,1
453376,4,0,20121101001919,116.2919083,40.0520058,0,158,1
453376,4,0,20121101081658,116.2919159,40.0519943,0,160,1
453376,4,0,20121101001931,116.2919235,40.0519867,0,158,1
453376,4,0,20121101001939,116.2919235,40.0519753,0,138,1
453376,4,0,20121101001943,116.2919235,40.0519791,0,92,1
453376,4,0,20121101001955,116.2919312,40.0519943,0,62,1
453376,4,0,20121101002007,116.2919235,40.0520134,0,62,1
453376,4,0,20121101002019,116.2919235,40.0520248,0,40,1
453376,4,0,20121101002031,116.2919083,40.0520515,0,96,1
453376,4,0,20121101002039,116.2919006,40.0520668,0,338,1
453376,4,0,20121101002043,116.2919006,40.0520706,0,334,1
453376,4,0,20121101002055,116.2919006,40.0520782,0,4,1
453376,4,0,20121101002107,116.2918930,40.0520744,0,228,1
453376,4,0,20121101002119,116.2919006,40.0520592,0,132,1
453376,4,0,20121101002131,116.2919083,40.0520401,0,144,1
453376,4,0,20121101002139,116.2919159,40.0520363,0,58,1
453376,4,0,20121101002143,116.2919159,40.0520325,0,196,1
453376,4,0,20121101002155,116.2919235,40.0520248,0,76,1
453376,4,0,20121101002207,116.2919235,40.0520210,0,108,1
453376,4,0,20121101002219,116.2919159,40.0520401,0,74,1
453376,4,0,20121101002231,116.2918930,40.0520515,0,300,1
453376,0,0,20121101002234,116.2918854,40.0520592,0,312,1
453376,4,0,20121101002239,116.2918701,40.0520668,0,322,1
453376,4,0,20121101002243,116.2918625,40.0520706,0,60,1
453376,0,0,20121101002246,116.2918625,40.0520706,0,96,1
453376,4,0,20121101002255,116.2918701,40.0520668,0,114,1
453376,4,0,20121101002307,116.2918854,40.0520592,0,124,1
453376,4,0,20121101002319,116.2918854,40.0520515,0,218,1
453376,4,0,20121101002331,116.2918854,40.0520515,0,122,1
